sentence_id,annotation_type,annotation_text,start_token,end_token,alignment_status,is_training_safe,candidate_span,reason
117,opinion,dosto ko itna affection diya hota,31,36,exact,True,dosto ko itna affection diya hota,Matched via exact strategy
118,aspect,confidence,14,14,exact,True,confidence,Matched via exact strategy
118,opinion,apne app ko khud secret msgs kr ke dil bhla lete ho,0,11,exact,True,apne app ko khud secret msgs kr ke dil bhla lete ho,Matched via exact strategy
119,aspect,fear,4,4,exact,True,fear,Matched via exact strategy
119,opinion,that s not dar fear that s emotional intelligence,0,8,exact,True,that s not dar fear that s emotional intelligence,Matched via exact strategy
119,aspect,emotional intelligence,7,8,exact,True,emotional intelligence,Matched via exact strategy
119,opinion,an art to not get provoked unnecessarily,9,15,exact,True,an art to not get provoked unnecessarily,Matched via exact strategy
120,aspect,teacher,7,7,exact,True,teacher,Matched via exact strategy
120,opinion,took direct your name saying apne bola ki cm nai chahate aplog ki appointments faltu man,13,28,exact,True,took direct your name saying apne bola ki cm nai chahate aplog ki appointments faltu man,Matched via exact strategy
121,aspect,madarsa,5,5,exact,True,madarsa,Matched via exact strategy
121,opinion,bechare gareeb musalmano ki jameen hadap k bnai h,11,19,exact,True,bechare gareeb musalmano ki jameen hadap k bnai h,Matched via exact strategy
121,aspect,abdul,0,0,exact,True,abdul,Matched via exact strategy
121,opinion,tu to apne hi musalmano ka nhi ho paya re abdul tu humara kya hoga,22,36,exact,True,tu to apne hi musalmano ka nhi ho paya re abdul tu humara kya hoga,Matched via exact strategy
122,aspect,nagar nigam,16,17,exact,True,nagar nigam,Matched via exact strategy
122,opinion,2 saal se zyda ho gye bt koi safai nhi i am not sure nagar nigam ko ye pics kyu nhi dikhti,2,23,exact,True,2 saal se zyda ho gye bt koi safai nhi i am not sure nagar nigam ko ye pics kyu nhi dikhti,Matched via exact strategy
123,aspect,clarke,0,0,exact,True,clarke,Matched via exact strategy
123,opinion,apne fd me hi itni gaaliya khayi hai,1,8,exact,True,apne fd me hi itni gaaliya khayi hai,Matched via exact strategy
124,aspect,rathee,0,0,exact,True,rathee,Matched via exact strategy
124,opinion,murkh ho tum log jo apne dharma k against khade ho jaate ho,12,24,exact,True,murkh ho tum log jo apne dharma k against khade ho jaate ho,Matched via exact strategy
125,aspect,sarkar,4,4,exact,True,sarkar,Matched via exact strategy
125,opinion,abhi to modi ji sarkar hai usko chahye achha stedium imarat college ya aise hi kuch bana ke us main apne naam de,0,22,exact,True,abhi to modi ji sarkar hai usko chahye achha stedium imarat college ya aise hi kuch bana ke us main apne naam de,Matched via exact strategy
125,aspect,stedium,9,9,exact,True,stedium,Matched via exact strategy
125,opinion,achha stedium imarat college ya aise hi kuch bana ke,8,17,exact,True,achha stedium imarat college ya aise hi kuch bana ke,Matched via exact strategy
125,aspect,college,11,11,exact,True,college,Matched via exact strategy
125,opinion,achha stedium imarat college ya aise hi kuch bana ke,8,17,exact,True,achha stedium imarat college ya aise hi kuch bana ke,Matched via exact strategy
126,aspect,girl,0,0,exact,True,girl,Matched via exact strategy
126,opinion,ufffff nadan parinde shaitan mujhe apne was wase me dal rah the isliye astaghfirullah,5,18,exact,True,ufffff nadan parinde shaitan mujhe apne was wase me dal rah the isliye astaghfirullah,Matched via exact strategy
127,aspect,guard,21,21,exact,True,guard,Matched via exact strategy
127,opinion,poori politic assembly tuman salam kare gi,24,30,exact,True,poori politic assembly tuman salam kare gi,Matched via exact strategy
128,aspect,andolan,2,2,exact,True,andolan,Matched via exact strategy
128,opinion,farzi kisan andolan ke liye koi permission nhi chahiye,0,8,exact,True,farzi kisan andolan ke liye koi permission nhi chahiye,Matched via exact strategy
128,aspect,andolan,2,2,exact,True,andolan,Matched via exact strategy
128,opinion,shaheen bagh me farzi andolan or roads blok kr skte ha,12,22,exact,True,shaheen bagh me farzi andolan or roads blok kr skte ha,Matched via exact strategy
128,aspect,secularism,34,34,exact,True,secularism,Matched via exact strategy
128,opinion,hindu apne desh me equal laws ki maang kre to secularism khatre me agya,24,37,exact,True,hindu apne desh me equal laws ki maang kre to secularism khatre me agya,Matched via exact strategy
129,aspect,express,14,14,exact,True,express,Matched via exact strategy
129,opinion,blockbuster,13,13,exact,True,blockbuster,Matched via exact strategy
130,aspect,styling,23,23,exact,True,styling,Matched via exact strategy
130,opinion,assisted by styling mua hair accessories location jethmalani,21,28,exact,True,assisted by styling mua hair accessories location jethmalani,Matched via exact strategy
130,aspect,hair accessories,25,26,exact,True,hair accessories,Matched via exact strategy
130,opinion,hair accessories location jethmalani,25,28,exact,True,hair accessories location jethmalani,Matched via exact strategy
131,aspect,biwi,39,39,exact,True,biwi,Matched via exact strategy
131,opinion,looking cute n hot,52,55,exact,True,looking cute n hot,Matched via exact strategy
132,aspect,tweet,7,7,exact,True,tweet,Matched via exact strategy
132,opinion,shout dun recent tweet pr ja kr apne handle drop krdein,4,14,exact,True,shout dun recent tweet pr ja kr apne handle drop krdein,Matched via exact strategy
133,aspect,tweet,4,4,exact,True,tweet,Matched via exact strategy
133,opinion,pahle tweet me hi kar di thi,3,9,exact,True,pahle tweet me hi kar di thi,Matched via exact strategy
134,aspect,sanjay ji,0,1,exact,True,sanjay ji,Matched via exact strategy
134,opinion,na to apne or na hi apke cm kejriwal ne delhi ke jantar mantar par us atanki sanghathan bke khilaf kuch bola,2,23,exact,True,na to apne or na hi apke cm kejriwal ne delhi ke jantar mantar par us atanki sanghathan bke khilaf kuch bola,Matched via exact strategy
134,aspect,cm,9,9,exact,True,cm,Matched via exact strategy
134,opinion,na hi apke cm kejriwal ne delhi ke jantar mantar par us atanki sanghathan bke khilaf kuch bola,6,23,exact,True,na hi apke cm kejriwal ne delhi ke jantar mantar par us atanki sanghathan bke khilaf kuch bola,Matched via exact strategy
134,aspect,hindu voters,27,28,exact,True,hindu voters,Matched via exact strategy
134,opinion,kya aap bhi hindu voters ko khus karne me lage hai,24,34,exact,True,kya aap bhi hindu voters ko khus karne me lage hai,Matched via exact strategy
135,aspect,abhinav,0,0,exact,True,abhinav,Matched via exact strategy
135,opinion,sara iljam apne upr le liya gentleman for a reason love you,2,7,approximate,False,sara iljam apne upr le liya,Matched via approximate strategy
136,aspect,neta,-1,-1,unmatched,False,,Matched via unmatched strategy
136,opinion,hindu mislim karke apni dukaan chalaenge,0,5,exact,True,hindu mislim karke apni dukaan chalaenge,Matched via exact strategy
137,aspect,sushant,1,1,exact,True,sushant,Matched via exact strategy
137,opinion,apne aap se as long as you know the why of doing what you do you don t need an inspiration,2,22,exact,True,apne aap se as long as you know the why of doing what you do you don t need an inspiration,Matched via exact strategy
138,aspect,ringtone,4,4,exact,True,ringtone,Matched via exact strategy
138,opinion,free download,5,6,exact,True,free download,Matched via exact strategy
139,aspect,ringtone,4,4,exact,True,ringtone,Matched via exact strategy
139,opinion,free download,5,6,exact,True,free download,Matched via exact strategy
140,aspect,caa,1,1,exact,True,caa,Matched via exact strategy
140,opinion,caa se aapne ek cutt off date tak india aaye non muslim refugees ko citizenship diya,1,16,exact,True,caa se aapne ek cutt off date tak india aaye non muslim refugees ko citizenship diya,Matched via exact strategy
140,aspect,refugees,13,13,exact,True,refugees,Matched via exact strategy
140,opinion,refugees citizenship pakar apne pairo par khade hokar aage badhenge,39,48,exact,True,refugees citizenship pakar apne pairo par khade hokar aage badhenge,Matched via exact strategy
141,aspect,news,0,0,exact,True,news,Matched via exact strategy
141,opinion,agar marriage ka time badha kar de to security apne aap kam lagani padegi,1,14,exact,True,agar marriage ka time badha kar de to security apne aap kam lagani padegi,Matched via exact strategy
141,aspect,security,9,9,exact,True,security,Matched via exact strategy
141,opinion,apne aap kam lagani padegi,10,14,exact,True,apne aap kam lagani padegi,Matched via exact strategy
142,aspect,larka,5,5,exact,True,larka,Matched via exact strategy
142,opinion,apne sewa ur koi larka nai kia bat ha bro ap ki,1,12,exact,True,apne sewa ur koi larka nai kia bat ha bro ap ki,Matched via exact strategy
143,aspect,notification,2,2,exact,True,notification,Matched via exact strategy
143,opinion,abh notification aayga,3,5,exact,True,abh notification aayga,Matched via exact strategy
143,aspect,examination,7,7,exact,True,examination,Matched via exact strategy
143,opinion,abh examination hoga,6,8,exact,True,abh examination hoga,Matched via exact strategy
143,aspect,exam,10,10,exact,True,exam,Matched via exact strategy
143,opinion,exam ke time virus yaad aata hai,10,16,exact,True,exam ke time virus yaad aata hai,Matched via exact strategy
143,aspect,politicians,20,20,exact,True,politicians,Matched via exact strategy
143,opinion,doing rallies without mask and at that point of time there is no virus,21,34,exact,True,doing rallies without mask and at that point of time there is no virus,Matched via exact strategy
143,aspect,jrf age criteria,37,39,exact,True,jrf age criteria,Matched via exact strategy
143,opinion,apne hi set kra hai,40,44,exact,True,apne hi set kra hai,Matched via exact strategy
144,aspect,patrakaro,19,19,exact,True,patrakaro,Matched via exact strategy
144,opinion,berojgar patrakaro ko kaun samjaye,18,22,exact,True,berojgar patrakaro ko kaun samjaye,Matched via exact strategy
145,aspect,hero,28,28,exact,True,hero,Matched via exact strategy
145,opinion,minnatain kar raha tha k apne souur to utha lo badboo aarahi hay magar phattu aa hi nahi rahay thay,29,48,exact,True,minnatain kar raha tha k apne souur to utha lo badboo aarahi hay magar phattu aa hi nahi rahay thay,Matched via exact strategy
146,aspect,tea,3,3,exact,True,tea,Matched via exact strategy
146,opinion,pilao apne haatho s,4,7,exact,True,pilao apne haatho s,Matched via exact strategy
147,aspect,friend,15,15,exact,True,friend,Matched via exact strategy
147,opinion,message na kro or apni oqaat dekh loo,17,24,exact,True,message na kro or apni oqaat dekh loo,Matched via exact strategy
148,aspect,soch,13,13,exact,True,soch,Matched via exact strategy
148,opinion,jhatu soch apne pass rakh,12,16,exact,True,jhatu soch apne pass rakh,Matched via exact strategy
149,aspect,life,6,6,exact,True,life,Matched via exact strategy
149,opinion,jee nhi hai na cries in despair,7,13,exact,True,jee nhi hai na cries in despair,Matched via exact strategy
150,aspect,bapu,4,4,exact,True,bapu,Matched via exact strategy
150,opinion,najayaz bapu ko bol ki paris toh kya woh koi sarkaar chalane ka aukaat nahi rakhta,3,18,exact,True,najayaz bapu ko bol ki paris toh kya woh koi sarkaar chalane ka aukaat nahi rakhta,Matched via exact strategy
150,aspect,sarkaar,13,13,exact,True,sarkaar,Matched via exact strategy
150,opinion,sarkaar chalane ka aukaat nahi rakhta,13,18,exact,True,sarkaar chalane ka aukaat nahi rakhta,Matched via exact strategy
150,aspect,vote,24,24,exact,True,vote,Matched via exact strategy
150,opinion,hindu vote kaise mile,23,26,exact,True,hindu vote kaise mile,Matched via exact strategy
150,aspect,lecture,38,38,exact,True,lecture,Matched via exact strategy
150,opinion,jaa lecture maar apne baap modia aur yati ko,37,45,exact,True,jaa lecture maar apne baap modia aur yati ko,Matched via exact strategy
151,aspect,transformer,26,26,exact,True,transformer,Matched via exact strategy
151,opinion,jb mn chahe transformer pr ja kar light kat de,23,32,exact,True,jb mn chahe transformer pr ja kar light kat de,Matched via exact strategy
151,aspect,light,30,30,exact,True,light,Matched via exact strategy
151,opinion,pura gaon ka light band kar de,41,47,exact,True,pura gaon ka light band kar de,Matched via exact strategy
152,aspect,ajittyagi,0,0,exact,True,ajittyagi,Matched via exact strategy
152,opinion,jisse private school hospital apne fayde ka dikh rha usse koi kabhi zindagi me nhi sumjha sakta,1,17,exact,True,jisse private school hospital apne fayde ka dikh rha usse koi kabhi zindagi me nhi sumjha sakta,Matched via exact strategy
153,aspect,dimag,3,3,exact,True,dimag,Matched via exact strategy
153,opinion,apne dimag k ghode mt chla zyda,2,8,exact,True,apne dimag k ghode mt chla zyda,Matched via exact strategy
154,aspect,divine,0,0,exact,True,divine,Matched via exact strategy
154,opinion,dm m block kr rkha hai,8,13,exact,True,dm m block kr rkha hai,Matched via exact strategy
155,aspect,club,10,10,exact,True,club,Matched via exact strategy
155,opinion,bahut dukh ho raha muje apne club pe,4,11,exact,True,bahut dukh ho raha muje apne club pe,Matched via exact strategy
156,aspect,user name,4,5,exact,True,user name,Matched via exact strategy
156,opinion,sirf anchal ya aura user name rkhne se koi uska fan ni bnta,0,12,exact,True,sirf anchal ya aura user name rkhne se koi uska fan ni bnta,Matched via exact strategy
156,aspect,drama,29,29,exact,True,drama,Matched via exact strategy
156,opinion,ye jo bhi drama chl ra bb hashtag mai ye kisi bhi fan ka kiya dhara ni h,26,43,exact,True,ye jo bhi drama chl ra bb hashtag mai ye kisi bhi fan ka kiya dhara ni h,Matched via exact strategy
157,aspect,congress,3,3,exact,True,congress,Matched via exact strategy
157,opinion,rumours ki duniya aur vijaya ke sapne dekh rahe hai kuch to fact check karva lo apne assistant se fir kehte ho ki congress is not involved in spreading rumours shame on you,15,47,exact,True,rumours ki duniya aur vijaya ke sapne dekh rahe hai kuch to fact check karva lo apne assistant se fir kehte ho ki congress is not involved in spreading rumours shame on you,Matched via exact strategy
158,aspect,gov,24,24,normalized,True,govt,Matched via normalized strategy
158,opinion,goa me beef ban kyu nhi karwa pa rhi hai bcoz inko sirf vote chaiye,40,54,exact,True,goa me beef ban kyu nhi karwa pa rhi hai bcoz inko sirf vote chaiye,Matched via exact strategy
158,aspect,sarkar,39,39,exact,True,sarkar,Matched via exact strategy
158,opinion,hinduvad ki sarkar goa me beef ban kyu nhi karwa pa rhi hai,37,49,exact,True,hinduvad ki sarkar goa me beef ban kyu nhi karwa pa rhi hai,Matched via exact strategy
159,aspect,itihash,24,24,exact,True,itihash,Matched via exact strategy
159,opinion,itihash nahi unka pr h maratha khood mughal ke naukar ke naukar the,24,36,exact,True,itihash nahi unka pr h maratha khood mughal ke naukar ke naukar the,Matched via exact strategy
159,aspect,maratha,4,4,exact,True,maratha,Matched via exact strategy
159,opinion,maratha lootere the unhone apne sath mulle pindari ko sath rakha,8,18,exact,True,maratha lootere the unhone apne sath mulle pindari ko sath rakha,Matched via exact strategy
160,aspect,fd,23,23,exact,True,fd,Matched via exact strategy
160,opinion,harkaten,25,25,exact,True,harkaten,Matched via exact strategy
161,aspect,rathee,0,0,exact,True,rathee,Matched via exact strategy
161,opinion,apne ghar mein baithenge,12,15,exact,True,apne ghar mein baithenge,Matched via exact strategy
161,aspect,rss bjp,37,38,exact,True,rss bjp,Matched via exact strategy
161,opinion,hinduo ki kuchh nahi padi inhe bad election jeetne se matlab hai,41,52,exact,True,hinduo ki kuchh nahi padi inhe bad election jeetne se matlab hai,Matched via exact strategy
162,aspect,commitment,8,8,exact,True,commitment,Matched via exact strategy
162,opinion,maine ek bar ji commitment kardi to mai apne apki bhi ni sunta,4,16,exact,True,maine ek bar ji commitment kardi to mai apne apki bhi ni sunta,Matched via exact strategy
163,aspect,playing,23,23,exact,True,playing,Matched via exact strategy
163,opinion,what if she is playing so i better keep quiet,19,28,exact,True,what if she is playing so i better keep quiet,Matched via exact strategy
164,aspect,father,28,28,normalized,True,fathers,Matched via normalized strategy
164,opinion,emotionally unavailable as hell hotay hain desi fathers but the approach will always be of blaming the victim,21,38,exact,True,emotionally unavailable as hell hotay hain desi fathers but the approach will always be of blaming the victim,Matched via exact strategy
164,aspect,approach,31,31,exact,True,approach,Matched via exact strategy
164,opinion,the approach will always be of blaming the victim,30,38,exact,True,the approach will always be of blaming the victim,Matched via exact strategy
165,aspect,veer,3,3,exact,True,veer,Matched via exact strategy
165,opinion,honsla rakh marukh ko dikhae,4,8,exact,True,honsla rakh marukh ko dikhae,Matched via exact strategy
166,aspect,khiladiyon,1,1,exact,True,khiladiyon,Matched via exact strategy
166,opinion,apne ghar mein chupchap baithe the,21,26,exact,True,apne ghar mein chupchap baithe the,Matched via exact strategy
166,aspect,sonu bhaiya,48,49,exact,True,sonu bhaiya,Matched via exact strategy
166,opinion,desh ka ek hero hai,43,47,exact,True,desh ka ek hero hai,Matched via exact strategy
167,aspect,pratik,24,24,exact,True,pratik,Matched via exact strategy
167,opinion,interesting,26,26,exact,True,interesting,Matched via exact strategy
168,aspect,sarkar,0,0,exact,True,sarkar,Matched via exact strategy
168,opinion,apka hi to kaam tha jo apne nhi kiya,2,10,exact,True,apka hi to kaam tha jo apne nhi kiya,Matched via exact strategy
168,aspect,kaam,5,5,exact,True,kaam,Matched via exact strategy
168,opinion,apne nhi kiya,8,10,exact,True,apne nhi kiya,Matched via exact strategy
169,aspect,trophy,4,4,exact,True,trophy,Matched via exact strategy
169,opinion,kaha hai,5,6,exact,True,kaha hai,Matched via exact strategy
169,aspect,runs,7,7,exact,True,runs,Matched via exact strategy
169,opinion,kya apne shirt par chipka ke chalega vo,8,15,exact,True,kya apne shirt par chipka ke chalega vo,Matched via exact strategy
170,aspect,bhash,-1,-1,unmatched,False,,Matched via unmatched strategy
170,opinion,inse bahash karke apne time waste mat karo,10,17,exact,True,inse bahash karke apne time waste mat karo,Matched via exact strategy
170,aspect,dadagiri,24,24,exact,True,dadagiri,Matched via exact strategy
170,opinion,aek lappar mein hi sara iski dadagiri nikal jayegi,18,26,exact,True,aek lappar mein hi sara iski dadagiri nikal jayegi,Matched via exact strategy
171,aspect,subscribe,1,1,exact,True,subscribe,Matched via exact strategy
171,opinion,subscribe karke our apne followers ko bol ke karavo,1,9,exact,True,subscribe karke our apne followers ko bol ke karavo,Matched via exact strategy
172,aspect,brahman,8,8,exact,True,brahman,Matched via exact strategy
172,opinion,rape karme ke expert jo ki bharat ke brahman hai,0,9,exact,True,rape karme ke expert jo ki bharat ke brahman hai,Matched via exact strategy
173,aspect,bitch,5,5,exact,True,bitch,Matched via exact strategy
173,opinion,loyal to h apne malik ke sth,10,16,exact,True,loyal to h apne malik ke sth,Matched via exact strategy
174,aspect,streaming,23,23,exact,True,streaming,Matched via exact strategy
174,opinion,tera kam hain streaming karna,20,24,exact,True,tera kam hain streaming karna,Matched via exact strategy
174,aspect,comments,26,26,exact,True,comments,Matched via exact strategy
174,opinion,100k comments karna,25,27,exact,True,100k comments karna,Matched via exact strategy
174,aspect,reel,28,28,exact,True,reel,Matched via exact strategy
174,opinion,reel bana,28,29,exact,True,reel bana,Matched via exact strategy
175,aspect,carrier,22,22,exact,True,carrier,Matched via exact strategy
175,opinion,carrier bhi kharab,22,24,exact,True,carrier bhi kharab,Matched via exact strategy
175,aspect,time,25,25,exact,True,time,Matched via exact strategy
175,opinion,time bhi khrab,25,27,exact,True,time bhi khrab,Matched via exact strategy
175,aspect,sarkar,36,36,exact,True,sarkar,Matched via exact strategy
175,opinion,sarkar kan me rui dale bethi hai,36,42,exact,True,sarkar kan me rui dale bethi hai,Matched via exact strategy
176,aspect,bhai,7,7,exact,True,bhai,Matched via exact strategy
176,opinion,ye bolo in innocent ko g0li naa maarein,8,15,exact,True,ye bolo in innocent ko g0li naa maarein,Matched via exact strategy
177,aspect,reel,37,37,exact,True,reel,Matched via exact strategy
177,opinion,ajke reel banao,37,38,approximate,False,reel banao,Matched via approximate strategy
178,aspect,veg biryani,5,6,exact,True,veg biryani,Matched via exact strategy
178,opinion,there s nothing like veg biryani it s veg pulao,1,10,exact,True,there s nothing like veg biryani it s veg pulao,Matched via exact strategy
179,aspect,fav,4,4,exact,True,fav,Matched via exact strategy
179,opinion,apne fav bna liye y ni,3,8,exact,True,apne fav bna liye y ni,Matched via exact strategy
180,aspect,world,38,38,exact,True,world,Matched via exact strategy
180,opinion,delululu world mein rehne dein,37,41,exact,True,delululu world mein rehne dein,Matched via exact strategy
181,aspect,secularism,12,12,exact,True,secularism,Matched via exact strategy
181,opinion,dhong,14,14,exact,True,dhong,Matched via exact strategy
181,aspect,hindu dharm sanskriti,38,40,exact,True,hindu dharm sanskriti,Matched via exact strategy
181,opinion,gali dete,42,43,exact,True,gali dete,Matched via exact strategy
181,aspect,desh,34,34,exact,True,desh,Matched via exact strategy
181,opinion,badnam krte,36,37,exact,True,badnam krte,Matched via exact strategy
182,aspect,ye,0,0,exact,True,ye,Matched via exact strategy
182,opinion,mai bhi kr lu apne alt ke sth isme kya naya hai be,2,14,exact,True,mai bhi kr lu apne alt ke sth isme kya naya hai be,Matched via exact strategy
183,aspect,pyaar,16,16,exact,True,pyaar,Matched via exact strategy
183,opinion,dilo mai adh vichkaare ohi hath shuda jnde,17,24,exact,True,dilo mai adh vichkaare ohi hath shuda jnde,Matched via exact strategy
184,aspect,pee,11,11,exact,True,pee,Matched via exact strategy
184,opinion,apne kbi achi bani hui nhe hogi,6,13,approximate,False,apne kbi achi bani hui pee nhe hogi,Matched via approximate strategy
185,aspect,oci card,2,3,exact,True,oci card,Matched via exact strategy
185,opinion,size kya hota hai apne bete se puchh ke bataiye,5,14,exact,True,size kya hota hai apne bete se puchh ke bataiye,Matched via exact strategy
186,aspect,assist,0,0,exact,True,assist,Matched via exact strategy
186,opinion,all ready kar chuka,1,4,exact,True,all ready kar chuka,Matched via exact strategy
186,aspect,dm,5,5,exact,True,dm,Matched via exact strategy
186,opinion,apne number,6,7,exact,True,apne number,Matched via exact strategy
187,aspect,kaam,1,1,exact,True,kaam,Matched via exact strategy
187,opinion,manmohan singh ji hi kar skte hai kyonki vo future ke bare me sochte hai,3,17,exact,True,manmohan singh ji hi kar skte hai kyonki vo future ke bare me sochte hai,Matched via exact strategy
187,aspect,soch,28,28,exact,True,soch,Matched via exact strategy
187,opinion,nafrat kaise falai jaye iske siva koi soch hai hi nhi,21,31,exact,True,nafrat kaise falai jaye iske siva koi soch hai hi nhi,Matched via exact strategy
187,aspect,kisan,37,37,exact,True,kisan,Matched via exact strategy
187,opinion,ghar pr hote na ki border pr baithe hote,40,48,exact,True,ghar pr hote na ki border pr baithe hote,Matched via exact strategy
188,aspect,follower,8,8,exact,True,follower,Matched via exact strategy
188,opinion,apne follower or fallowing ko b dekhe na,7,14,exact,True,apne follower or fallowing ko b dekhe na,Matched via exact strategy
188,aspect,fallowing,10,10,exact,True,fallowing,Matched via exact strategy
188,opinion,apne follower or fallowing ko b dekhe na,7,14,exact,True,apne follower or fallowing ko b dekhe na,Matched via exact strategy
188,aspect,fallow back,18,19,exact,True,fallow back,Matched via exact strategy
188,opinion,app b fallow back de,16,20,exact,True,app b fallow back de,Matched via exact strategy
189,aspect,job,4,4,exact,True,job,Matched via exact strategy
189,opinion,apne italian dosto ko dega,6,10,exact,True,apne italian dosto ko dega,Matched via exact strategy
190,aspect,history,1,1,exact,True,history,Matched via exact strategy
190,opinion,kise padi h,3,5,exact,True,kise padi h,Matched via exact strategy
190,aspect,pic,12,12,exact,True,pic,Matched via exact strategy
190,opinion,apne fayde ke hisaab se share krdi,7,14,approximate,False,apne fayde ke hisaab se pic share krdi,Matched via approximate strategy
190,aspect,dalali,29,29,exact,True,dalali,Matched via exact strategy
190,opinion,lge rehte h,26,28,exact,True,lge rehte h,Matched via exact strategy
190,aspect,pad,34,34,exact,True,pad,Matched via exact strategy
190,opinion,kya pta koi mil jaye,31,36,approximate,False,kya pta koi pad mil jaye,Matched via approximate strategy
191,aspect,sre,0,0,exact,True,sre,Matched via exact strategy
191,opinion,apne apne kma ch busy rehnde a,1,7,exact,True,apne apne kma ch busy rehnde a,Matched via exact strategy
192,aspect,mamu zad bhai,2,4,exact,True,mamu zad bhai,Matched via exact strategy
192,opinion,khobsorat,1,1,exact,True,khobsorat,Matched via exact strategy
192,aspect,khala zad bhai,10,12,exact,True,khala zad bhai,Matched via exact strategy
192,opinion,kesath unke ghar main chand aks,15,20,exact,True,kesath unke ghar main chand aks,Matched via exact strategy
193,aspect,shehnaaz,12,12,exact,True,shehnaaz,Matched via exact strategy
193,opinion,praise kar rahe hai,14,17,exact,True,praise kar rahe hai,Matched via exact strategy
193,aspect,shehnaazgill,24,24,exact,True,shehnaazgill,Matched via exact strategy
193,opinion,footage chaiye bas,21,23,exact,True,footage chaiye bas,Matched via exact strategy
194,aspect,guide,6,6,exact,True,guide,Matched via exact strategy
194,opinion,agr bacho ko guide karna... bhadkna hai to theek hai,32,39,approximate,False,bhadkna hai to theek hai hm bacho ko,Matched via approximate strategy
194,aspect,motivate,17,17,exact,True,motivate,Matched via exact strategy
194,opinion,unko motivate karna... bhadkna hai to theek hai,32,35,approximate,False,bhadkna hai to theek,Matched via approximate strategy
194,aspect,aawaj,22,22,exact,True,aawaj,Matched via exact strategy
194,opinion,apne hkk ki aawaj uthana... bhadkna hai to theek hai,19,23,approximate,False,apne hkk ki aawaj uthana,Matched via approximate strategy
194,aspect,future,47,47,exact,True,future,Matched via exact strategy
194,opinion,apne safe future k liye sir k sath hn,45,53,exact,True,apne safe future k liye sir k sath hn,Matched via exact strategy
195,aspect,pratik,0,0,exact,True,pratik,Matched via exact strategy
195,opinion,galiyan di hai anpad gawaar bhi kaha,4,10,exact,True,galiyan di hai anpad gawaar bhi kaha,Matched via exact strategy
195,aspect,pratik,0,0,exact,True,pratik,Matched via exact strategy
195,opinion,fake toh pratik hai,11,14,exact,True,fake toh pratik hai,Matched via exact strategy
195,aspect,khel,31,31,exact,True,khel,Matched via exact strategy
195,opinion,apne dam pe nahi khel sakta,27,32,exact,True,apne dam pe nahi khel sakta,Matched via exact strategy
195,aspect,arrogance,34,34,exact,True,arrogance,Matched via exact strategy
195,opinion,fake arrogance dikhata hai,33,36,exact,True,fake arrogance dikhata hai,Matched via exact strategy
196,aspect,malikk,0,0,exact,True,malikk,Matched via exact strategy
196,opinion,khud jimmedar hai sb cheejo ka,2,7,exact,True,khud jimmedar hai sb cheejo ka,Matched via exact strategy
196,aspect,malikk,0,0,exact,True,malikk,Matched via exact strategy
196,opinion,masoom logo ko marne wale ko kahi pe bhi ni bulana chahiye,22,33,exact,True,masoom logo ko marne wale ko kahi pe bhi ni bulana chahiye,Matched via exact strategy
197,aspect,gdp per capita,1,3,exact,True,gdp per capita,Matched via exact strategy
197,opinion,27th rank par h,5,8,exact,True,27th rank par h,Matched via exact strategy
197,aspect,mama,16,16,exact,True,mama,Matched via exact strategy
197,opinion,tatha kathit,14,15,exact,True,tatha kathit,Matched via exact strategy
197,aspect,state gdp,25,26,exact,True,state gdp,Matched via exact strategy
197,opinion,nhi sudhar sakate,30,32,exact,True,nhi sudhar sakate,Matched via exact strategy
197,aspect,per capita,2,3,exact,True,per capita,Matched via exact strategy
197,opinion,nhi sudhar sakate,30,32,exact,True,nhi sudhar sakate,Matched via exact strategy
197,aspect,18 saal,34,35,exact,True,18 saal,Matched via exact strategy
197,opinion,kiya kya,37,38,exact,True,kiya kya,Matched via exact strategy
198,aspect,system,9,9,exact,True,system,Matched via exact strategy
198,opinion,nahi bna saka,10,12,exact,True,nahi bna saka,Matched via exact strategy
198,aspect,shakhs,1,1,exact,True,shakhs,Matched via exact strategy
198,opinion,resign kr dena chahye,17,20,exact,True,resign kr dena chahye,Matched via exact strategy
199,aspect,genral,4,4,exact,True,genral,Matched via exact strategy
199,opinion,lagni chiye,8,9,exact,True,lagni chiye,Matched via exact strategy
199,aspect,siystadano,6,6,exact,True,siystadano,Matched via exact strategy
199,opinion,lagni chiye,8,9,exact,True,lagni chiye,Matched via exact strategy
200,aspect,party,11,11,exact,True,party,Matched via exact strategy
200,opinion,dubti naiyya,13,14,exact,True,dubti naiyya,Matched via exact strategy
200,aspect,insaan,35,35,exact,True,insaan,Matched via exact strategy
200,opinion,rotlu pointless,33,34,exact,True,rotlu pointless,Matched via exact strategy
201,aspect,party,10,10,exact,True,party,Matched via exact strategy
201,opinion,sexy,9,9,exact,True,sexy,Matched via exact strategy
202,aspect,sebi,2,2,exact,True,sebi,Matched via exact strategy
202,opinion,bas kr sebi bhut ho gya,0,5,exact,True,bas kr sebi bhut ho gya,Matched via exact strategy
202,aspect,sahara sebi case,8,10,exact,True,sahara sebi case,Matched via exact strategy
202,opinion,kab hum sahara sebi case k piche bhagte rhenge,6,14,exact,True,kab hum sahara sebi case k piche bhagte rhenge,Matched via exact strategy
202,aspect,paisa,19,19,exact,True,paisa,Matched via exact strategy
